1432722673 48 728
1432723202 51 709
1432723801 63 660
1432724402 63 644
1432725002 66 627
1432725601 69 612
1432726202 78 563
1432726802 87 537
1432727401 93 506
1432728002 99 485
1432728601 102 474
1432729202 108 458
1432729801 114 439
1432730401 123 409
1432731002 127 396
1432731601 127 398
1432732201 127 399
1432732802 130 393
1432733401 130 394
1432734002 133 385
1432734601 139 257
1432735202 145 243
1432735802 145 244
1432737002 145 245
1432737602 148 232
1432738201 148 233
1432738802 148 233
1432739401 148 234
1432740002 148 234
1432740601 148 234
1432741201 157 223
1432741802 160 217
1432742402 166 210
1432743001 166 211
1432743602 166 211
1432744202 166 212
1432744801 166 213
1432745402 175 197
1432746002 178 194
1432746601 178 195
1432747201 178 195
1432747801 178 196
1432748402 178 198
1432749001 181 197
1432749602 181 197
1432750202 181 198
1432750801 184 195
1432751402 184 195
1432752001 184 195
1432752602 184 197
1432753201 184 197
1432753801 184 198
1432754402 184 198
1432755002 184 198
1432755603 184 198
1432756201 184 198
1432756802 187 195
1432757402 187 198
1432758001 190 189
1432758602 190 192
1432759202 193 188
1432759801 193 188
1432760402 196 184
1432761001 199 182
1432761601 202 179
1432762201 202 179
1432762801 202 179
1432763401 202 179
1432764002 202 179
1432764601 202 179
1432765202 202 179
1432765801 202 179
1432766402 202 179
1432767001 202 179
1432767602 202 179
1432768202 202 179
1432768801 202 179
1432769402 202 179
1432770001 205 176
1432770601 205 176
1432771202 205 176
1432771801 205 176
1432772401 208 170
1432773002 208 170
1432773601 208 170
1432774202 208 170
1432774801 208 170
1432775402 208 170
1432776002 208 170
1432776601 208 170
1432777201 208 170
1432777801 208 170
1432778402 208 170
1432779001 208 170
1432779601 208 170
1432780202 208 170
1432780801 208 170
1432781402 208 170
1432782001 208 170
1432782601 208 170
1432783201 211 166
1432783802 211 166
1432784402 211 166
1432785001 211 167
1432785602 211 167
1432786202 211 168
1432786801 211 168
1432787402 214 159
1432788001 214 159
1432788601 214 159
1432789202 214 159
1432789802 214 160
1432790401 214 160
1432791002 214 160
1432791601 214 160
1432792202 214 160
1432792802 214 160
1432793401 214 161
1432794002 214 162
1432794601 217 158
1432795201 217 159
1432795802 217 159
1432796402 217 159
1432797001 217 159
1432797601 220 156
1432798202 220 156
1432798802 220 156
1432799401 220 157
1432800001 220 158
1432800601 220 159
1432801202 220 159
1432801801 220 160
1432802401 220 160
1432803002 220 160
1432803601 220 160
1432804201 223 159
1432804801 223 159
1432805402 229 154
1432806002 232 152
1432806602 238 147
1432807201 241 145
1432807802 241 145
1432808402 244 145
1432809002 244 145
1432809602 244 145
1432810202 244 146
1432810801 244 146
1432811401 247 147
1432812002 256 135
1432812602 259 134
1432813201 259 134
1432813802 259 134
1432814402 259 135
1432815001 259 135
1432815602 259 135
1432816201 259 135
1432816801 259 135
1432817402 259 135
1432818002 262 135
1432818601 262 135
1432819202 265 130
1432819802 265 130
1432820401 265 132
1432821002 268 128
1432821602 268 128
1432822201 268 129
1432822802 271 126
